tt,BrandLocale,AV-DE,AV-EU,AV-FR,AV-IT,AV-TR,BB-AT,BB-CH,BB-DE,BB-ES,BB-FR,BB-GR,BB-IL,BB-IN,BB-IT,BB-NL,BB-RU,BB-TR,BB-ZA,BK-FR,BK-RU,EB-CZ,CL-AT,CL-BE,CL-CH,CL-CZ,CL-DE,CL-DK,CL-ES,CL-FI,CL-FR,CL-GR,CL-HU,CL-IL,CL-IN,CL-IT,CL-NL,CL-NO,CL-PL,CL-RO,CL-RU,CL-SE,CL-TR,CL-ZA,DA-BE,DA-DE,DA-FR,DA-IT,DA-NL,EL-AT,EL-BE,EL-CH,EL-CZ,EL-DE,EL-DK,EL-ES,EL-FR,EL-GR,EL-HU,EL-IL,EL-IN,EL-IT,EL-NL,EL-NO,EL-PL,EL-RO,EL-RU,EL-SE,EL-TR,EL-ZA,FM-EU,JM-EU,JM-FR,JM-ME,JM-RU,LM-AT,LM-BE,LM-CH,LM-DE,LM-ES,LM-EU,LM-FR,LM-IT,LM-PL,LM-PT,LM-RU,MC-AT,MC-BE,MC-CH,MC-CZ,MC-DE,MC-ES,MC-FR,MC-GR,MC-HU,MC-IL,MC-IN,MC-IT,MC-KSA,MC-NL,MC-NO,MC-PL,MC-RO,MC-RU,MC-TR,MC-UAE,MC-ZA,OR-DE,OR-DK,OR-EU,OR-RU,OR-TR,SB-EU,SB-GR,SB-RU,SB-TR,SB-ZA,TF-DE,TF-FR,DA-ES,AV-GR
1,ACRID4,emeataiko04@test.com,emeataiko19@test.com,emeataiko04@test.com,,,,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,,,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,,emeataiko04@test.com,emeataiko+04@gmail.com,,,,emeataiko+04@test.com,,emeataiko+19@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,,emeataiko+04@test.com,,emeataiko04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko04@test.com,emeataiko04@test.com,emeataiko04@test.com,emeataiko+04@test.com,emeataiko04@test.com,,emeataiko+04@test.com,,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,,emeataiko+04@test.com,,emeataiko+04@test.com,,,emeataiko+04@test.com,,emeataiko+04@test.com,,emeataiko+04@test.com,emeataiko+04@test.com,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,,emeataiko04@test.com,emeataiko04@test.com,emeataiko04@test.com,emeataiko+04@test.com,emeataiko04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko04@test.com,emeataiko04@test.com,emeataiko04@test.com,,emeataiko+04@test.com,emeataiko04@test.com,,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@gmail.com,,emeataiko+04@test.com,emeataiko+04@test.com,,emeataiko+04@test.com,emeataiko+04@test.com,,,,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko+04@test.com,emeataiko04@test.com
1,ACRID5,emeataiko05@test.com,emeataiko20@test.com,emeataiko05@test.com,,,,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,,,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,,emeataiko05@test.com,emeataiko+05@gmail.com,,,,emeataiko+05@test.com,,emeataiko+20@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,,emeataiko+05@test.com,,emeataiko05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko05@test.com,emeataiko05@test.com,emeataiko05@test.com,emeataiko+05@test.com,emeataiko05@test.com,,emeataiko+05@test.com,,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,,emeataiko+05@test.com,,emeataiko+05@test.com,,,emeataiko+05@test.com,,emeataiko+05@test.com,,emeataiko+05@test.com,emeataiko+05@test.com,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,,emeataiko05@test.com,emeataiko05@test.com,emeataiko05@test.com,emeataiko+05@test.com,emeataiko05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko05@test.com,emeataiko05@test.com,emeataiko05@test.com,,emeataiko+05@test.com,emeataiko05@test.com,,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@gmail.com,,emeataiko+05@test.com,emeataiko+05@test.com,,emeataiko+05@test.com,emeataiko+05@test.com,,,,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko+05@test.com,emeataiko05@test.com
1,ACRID6,emeataiko06@test.com,emeataiko21@test.com,emeataiko06@test.com,,,,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,,,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,,emeataiko06@test.com,emeataiko+06@gmail.com,,,,emeataiko+06@test.com,,emeataiko+21@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,,emeataiko+06@test.com,,emeataiko06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko06@test.com,emeataiko06@test.com,emeataiko06@test.com,emeataiko+06@test.com,emeataiko06@test.com,,emeataiko+06@test.com,,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,,emeataiko+06@test.com,,emeataiko+06@test.com,,,emeataiko+06@test.com,,emeataiko+06@test.com,,emeataiko+06@test.com,emeataiko+06@test.com,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,,emeataiko06@test.com,emeataiko06@test.com,emeataiko06@test.com,emeataiko+06@test.com,emeataiko06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko06@test.com,emeataiko06@test.com,emeataiko06@test.com,,emeataiko+06@test.com,emeataiko06@test.com,,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@gmail.com,,emeataiko+06@test.com,emeataiko+06@test.com,,emeataiko+06@test.com,emeataiko+06@test.com,,,,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko+06@test.com,emeataiko01@test.com
1,ACRID7,emeataiko07@test.com,emeataiko22@test.com,emeataiko07@test.com,,,,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,,,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,,emeataiko07@test.com,emeataiko+07@gmail.com,,,,emeataiko+07@test.com,,emeataiko+22@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,,emeataiko+07@test.com,,emeataiko07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko07@test.com,emeataiko07@test.com,emeataiko07@test.com,emeataiko+07@test.com,emeataiko07@test.com,,emeataiko+07@test.com,,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,,emeataiko+07@test.com,,emeataiko+07@test.com,,,emeataiko+07@test.com,,emeataiko+07@test.com,,emeataiko+07@test.com,emeataiko+07@test.com,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,,emeataiko07@test.com,emeataiko07@test.com,emeataiko07@test.com,emeataiko+07@test.com,emeataiko07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko07@test.com,emeataiko07@test.com,emeataiko07@test.com,,emeataiko+07@test.com,emeataiko07@test.com,,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@gmail.com,,emeataiko+07@test.com,emeataiko+07@test.com,,emeataiko+07@test.com,emeataiko+07@test.com,,,,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko+07@test.com,emeataiko02@test.com
1,ACRID8,emeataiko08@test.com,emeataiko23@test.com,emeataiko08@test.com,,,,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,,,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,,emeataiko08@test.com,emeataiko+08@gmail.com,,,,emeataiko+08@test.com,,emeataiko+23@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,,emeataiko+08@test.com,,emeataiko08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko08@test.com,emeataiko08@test.com,emeataiko08@test.com,emeataiko+08@test.com,emeataiko08@test.com,,emeataiko+08@test.com,,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,,emeataiko+08@test.com,,emeataiko+08@test.com,,,emeataiko+08@test.com,,emeataiko+08@test.com,,emeataiko+08@test.com,emeataiko+08@test.com,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,,emeataiko08@test.com,emeataiko08@test.com,emeataiko08@test.com,emeataiko+08@test.com,emeataiko08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko08@test.com,emeataiko08@test.com,emeataiko08@test.com,,emeataiko+08@test.com,emeataiko08@test.com,,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@gmail.com,,emeataiko+08@test.com,emeataiko+08@test.com,,emeataiko+08@test.com,emeataiko+08@test.com,,,,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko+08@test.com,emeataiko03@test.com
1,ACRID9,emeataiko09@test.com,emeataiko24@test.com,emeataiko09@test.com,,,,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,,,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,,emeataiko09@test.com,emeataiko+09@gmail.com,,,,emeataiko+09@test.com,,emeataiko+24@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,,emeataiko+09@test.com,,emeataiko09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko09@test.com,emeataiko09@test.com,emeataiko09@test.com,emeataiko+09@test.com,emeataiko09@test.com,,emeataiko+09@test.com,,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,,emeataiko+09@test.com,,emeataiko+09@test.com,,,emeataiko+09@test.com,,emeataiko+09@test.com,,emeataiko+09@test.com,emeataiko+09@test.com,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,,emeataiko09@test.com,emeataiko09@test.com,emeataiko09@test.com,emeataiko+09@test.com,emeataiko09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko09@test.com,emeataiko09@test.com,emeataiko09@test.com,,emeataiko+09@test.com,emeataiko09@test.com,,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@gmail.com,,emeataiko+09@test.com,emeataiko+09@test.com,,emeataiko+09@test.com,emeataiko+09@test.com,,,,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko+09@test.com,emeataiko04@test.com
1,ACRID10,emeataiko10@test.com,emeataiko25@test.com,emeataiko10@test.com,,,,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,,,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,,emeataiko10@test.com,emeataiko+10@gmail.com,,,,emeataiko+10@test.com,,emeataiko+25@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,,emeataiko+10@test.com,,emeataiko10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko10@test.com,emeataiko10@test.com,emeataiko10@test.com,emeataiko+10@test.com,emeataiko10@test.com,,emeataiko+10@test.com,,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,,emeataiko+10@test.com,,emeataiko+10@test.com,,,emeataiko+10@test.com,,emeataiko+10@test.com,,emeataiko+10@test.com,emeataiko+10@test.com,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,,emeataiko10@test.com,emeataiko10@test.com,emeataiko10@test.com,emeataiko+10@test.com,emeataiko10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko10@test.com,emeataiko10@test.com,emeataiko10@test.com,,emeataiko+10@test.com,emeataiko10@test.com,,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@gmail.com,,emeataiko+10@test.com,emeataiko+10@test.com,,emeataiko+10@test.com,emeataiko+10@test.com,,,,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko+10@test.com,emeataiko05@test.com
1,toPlaceOrder,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
1,isCod,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,FALSE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,,,,TRUE,,,,,FALSE,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE
1,maxQty,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,secondMaxQty,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,localeCookie,,fr_BE,fr_FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt_PT,,,,,,,,,nl_NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it_IT,,,,,,,,de_DE,,,
1,newUserPassword,Test@123,,Test@123,,,,,,,Test@123,Test@123,,,,,,,Test@123,Test@123,,,,,,,,,,,Test@123,,,,,,,,,,,,,,Test@123,Test@123,Test@123,Test@123,Test@123,,Test@123,,,Test@123,,Test@123,Test@123,,,,,,,,,,,,,,,,Test@123,,,,,,Test@123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test@123,,,,,,,,Test@123,,Test@123,Test@123
1,SECONDSURNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FLOORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,returnUserPassword,,,Test@123,,,,,,Test@123,Test@123,Test@123,,,,,,,Test@123,Test@123,,,,,,,Test@123,,Test@123,,Test@123,Test@123,,,,,,,,,,,,,Test@123,Test@123,Test@123,Test@123,Test@123,,Test@123,,,,Test@123,,Test@123,,,,,,,,,,,,,Test@123,,Test@123,Test@123,Test@123,,,,,,,Test@123,,,,,,,,,,Test@123,,,,,,Test@123,,Test@123,,,Test@123,,,,,Test@123,,,Test@123,,,,,,,,Test@123,,Test@123,Test@123
1,clickTypeFlag,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ACPHONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998989898
1,ACPHONE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998989898
